,label_old
59000,[1]
59001,[]
59002,[]
59003,[]
59004,[]
59005,[1]
59006,[1]
59007,[1]
59008,[]
59009,[1]
59010,[]
59011,[1]
59012,[1]
59013,[1]
59014,[]
59015,[1]
59016,[]
59017,[]
59018,[]
59019,[1]
59020,[]
59021,[1]
59022,[1]
59023,[1]
59024,[]
59025,[]
59026,[1]
59027,[1]
59028,[1]
59029,[1]
59030,[1]
59031,[1]
59032,[]
59033,[]
59034,[1]
59035,[1]
59036,[1]
59037,[]
59038,[]
59039,[1]
59040,[1]
59041,[1]
59042,[]
59043,[]
59044,[]
59045,[1]
59046,[1]
59047,[]
59048,[1]
59049,[1]
59050,[1]
59051,[1]
59052,[1]
59053,[]
59054,[1]
59055,[1]
59056,[]
59057,[1]
59058,[1]
59059,[1]
59060,[1]
59061,[]
59062,[]
59063,[]
59064,[]
59065,[]
59066,[1]
59067,[]
59068,[1]
59069,[1]
59070,[1]
59071,[]
59072,[1]
59073,[1]
59074,[]
59075,[]
59076,[1]
59077,[1]
59078,[]
59079,[1]
59080,[1]
59081,[]
59082,[1]
59083,[1]
59084,[]
59085,[1]
59086,[]
59087,[1]
59088,[1]
59089,[]
59090,[1]
59091,[]
59092,[]
59093,[]
59094,[1]
59095,[1]
59096,[1]
59097,[]
59098,[]
59099,[1]
59100,[1]
59101,[]
59102,[]
59103,[1]
59104,[]
59105,[1]
59106,[1]
59107,[1]
59108,[1]
59109,[1]
59110,[1]
59111,[1]
59112,[]
59113,[1]
59114,[1]
59115,[]
59116,[1]
59117,[1]
59118,[]
59119,[1]
59120,[]
59121,[1]
59122,[]
59123,[1]
59124,[1]
59125,[]
59126,[1]
59127,[]
59128,[]
59129,[1]
59130,[1]
59131,[1]
59132,[1]
59133,[1]
59134,[1]
59135,[]
59136,[]
59137,[]
59138,[1]
59139,[1]
59140,[1]
59141,[1]
59142,[1]
59143,[1]
59144,[1]
59145,[1]
59146,[1]
59147,[1]
59148,[]
59149,[]
59150,[]
59151,[1]
59152,[1]
59153,[]
59154,[1]
59155,[]
59156,[]
59157,[]
59158,[1]
59159,[]
59160,[1]
59161,[]
59162,[]
59163,[1]
59164,[]
59165,[1]
59166,[1]
59167,[1]
59168,[1]
59169,[1]
59170,[1]
59171,[1]
59172,[1]
59173,[1]
59174,[]
59175,[]
59176,[1]
59177,[]
59178,[]
59179,[]
59180,[1]
59181,[]
59182,[1]
59183,[1]
59184,[1]
59185,[1]
59186,[1]
59187,[1]
59188,[1]
59189,[1]
59190,[]
59191,[]
59192,[]
59193,[]
59194,[1]
59195,[]
59196,[1]
59197,[]
59198,[1]
59199,[]
59200,[1]
59201,[1]
59202,[]
59203,[]
59204,[1]
59205,[1]
59206,[]
59207,[1]
59208,[1]
59209,[1]
59210,[1]
59211,[1]
59212,[1]
59213,[]
59214,[1]
59215,[1]
59216,[1]
59217,[1]
59218,[1]
59219,[1]
59220,[1]
59221,[]
59222,[]
59223,[]
59224,[1]
59225,[]
59226,[1]
59227,[1]
59228,[1]
59229,[]
59230,[]
59231,[]
59232,[1]
59233,[]
59234,[1]
59235,[1]
59236,[]
59237,[]
59238,[1]
59239,[]
59240,[1]
59241,[]
59242,[]
59243,[1]
59244,[1]
59245,[1]
59246,[]
59247,[]
59248,[1]
59249,[1]
59250,[1]
59251,[1]
59252,[]
59253,[1]
59254,[]
59255,[1]
59256,[]
59257,[1]
59258,[]
59259,[]
59260,[1]
59261,[1]
59262,[1]
59263,[]
59264,[]
59265,[1]
59266,[1]
59267,[]
59268,[]
59269,[1]
59270,[1]
59271,[1]
59272,[]
59273,[1]
59274,[1]
59275,[]
59276,[1]
59277,[]
59278,[1]
59279,[1]
59280,[1]
59281,[]
59282,[1]
59283,[1]
59284,[1]
59285,[1]
59286,[]
59287,[1]
59288,[1]
59289,[]
59290,[]
59291,[]
59292,[1]
59293,[]
59294,[1]
59295,[1]
59296,[1]
59297,[1]
59298,[]
59299,[]
59300,[]
59301,[1]
59302,[]
59303,[1]
59304,[]
59305,[1]
59306,[]
59307,[1]
59308,[1]
59309,[]
59310,[]
59311,[1]
59312,[]
59313,[1]
59314,[]
59315,[1]
59316,[1]
59317,[1]
59318,[1]
59319,[]
59320,[]
59321,[1]
59322,[1]
59323,[]
59324,[]
59325,[]
59326,[1]
59327,[1]
59328,[1]
59329,[1]
59330,[1]
59331,[1]
59332,[1]
59333,[]
59334,[1]
59335,[]
59336,[]
59337,[]
59338,[1]
59339,[1]
59340,[]
59341,[]
59342,[]
59343,[1]
59344,[1]
59345,[1]
59346,[1]
59347,[1]
59348,[1]
59349,[]
59350,[1]
59351,[1]
59352,[1]
59353,[]
59354,[]
59355,[]
59356,[1]
59357,[1]
59358,[]
59359,[1]
59360,[]
59361,[]
59362,[]
59363,[1]
59364,[1]
59365,[1]
59366,[]
59367,[]
59368,[1]
59369,[1]
59370,[]
59371,[]
59372,[1]
59373,[1]
59374,[1]
59375,[]
59376,[1]
59377,[]
59378,[]
59379,[1]
59380,[1]
59381,[1]
59382,[1]
59383,[]
59384,[1]
59385,[1]
59386,[1]
59387,[1]
59388,[1]
59389,[1]
59390,[]
59391,[]
59392,[]
59393,[1]
59394,[]
59395,[]
59396,[1]
59397,[1]
59398,[1]
59399,[]
59400,[]
59401,[]
59402,[1]
59403,[]
59404,[]
59405,[1]
59406,[1]
59407,[]
59408,[1]
59409,[1]
59410,[]
59411,[1]
59412,[1]
59413,[1]
59414,[1]
59415,[]
59416,[1]
59417,[]
59418,[1]
59419,[]
59420,[]
59421,[1]
59422,[]
59423,[1]
59424,[1]
59425,[1]
59426,[1]
59427,[1]
59428,[1]
59429,[]
59430,[]
59431,[1]
59432,[1]
59433,[1]
59434,[]
59435,[1]
59436,[]
59437,[1]
59438,[1]
59439,[1]
59440,[1]
59441,[1]
59442,[]
59443,[1]
59444,[1]
59445,[1]
59446,[]
59447,[]
59448,[]
59449,[1]
59450,[]
59451,[]
59452,[1]
59453,[1]
59454,[1]
59455,[1]
59456,[1]
59457,[1]
59458,[1]
59459,[]
59460,[1]
59461,[]
59462,[1]
59463,[]
59464,[1]
59465,[]
59466,[1]
59467,[1]
59468,[]
59469,[1]
59470,[1]
59471,[]
59472,[1]
59473,[1]
59474,[1]
59475,[1]
59476,[1]
59477,[]
59478,[1]
59479,[1]
59480,[]
59481,[]
59482,[1]
59483,[]
59484,[1]
59485,[1]
59486,[]
59487,[1]
59488,[1]
59489,[1]
59490,[]
59491,[1]
59492,[1]
59493,[]
59494,[1]
59495,[]
59496,[1]
59497,[1]
59498,[1]
59499,[]
59500,[1]
59501,[]
59502,[1]
59503,[1]
59504,[]
59505,[1]
59506,[1]
59507,[1]
59508,[1]
59509,[1]
59510,[]
59511,[]
59512,[]
59513,[1]
59514,[1]
59515,[1]
59516,[1]
59517,[1]
59518,[]
59519,[1]
59520,[]
59521,[1]
59522,[]
59523,[1]
59524,[1]
59525,[1]
59526,[]
59527,[]
59528,[1]
59529,[1]
59530,[1]
59531,[1]
59532,[1]
59533,[1]
59534,[1]
59535,[1]
59536,[]
59537,[1]
59538,[1]
59539,[1]
59540,[1]
59541,[]
59542,[1]
59543,[1]
59544,[1]
59545,[]
59546,[]
59547,[1]
59548,[]
59549,[]
59550,[1]
59551,[1]
59552,[1]
59553,[]
59554,[1]
59555,[1]
59556,[]
59557,[1]
59558,[1]
59559,[1]
59560,[]
59561,[]
59562,[]
59563,[]
59564,[1]
59565,[]
59566,[]
59567,[]
59568,[1]
59569,[1]
59570,[1]
59571,[]
59572,[1]
59573,[]
59574,[1]
59575,[1]
59576,[1]
59577,[]
59578,[1]
59579,[1]
59580,[1]
59581,[1]
59582,[1]
59583,[1]
59584,[1]
59585,[1]
59586,[1]
59587,[]
59588,[1]
59589,[1]
59590,[]
59591,[1]
59592,[]
59593,[]
59594,[1]
59595,[1]
59596,[]
59597,[]
59598,[1]
59599,[1]
59600,[1]
59601,[1]
59602,[1]
59603,[]
59604,[1]
59605,[1]
59606,[1]
59607,[]
59608,[1]
59609,[]
59610,[]
59611,[1]
59612,[]
59613,[]
59614,[]
59615,[]
59616,[1]
59617,[1]
59618,[]
59619,[1]
59620,[1]
59621,[1]
59622,[1]
59623,[]
59624,[1]
59625,[]
59626,[]
59627,[1]
59628,[1]
59629,[]
59630,[1]
59631,[1]
59632,[]
59633,[1]
59634,[1]
59635,[]
59636,[1]
59637,[1]
59638,[1]
59639,[]
59640,[1]
59641,[]
59642,[1]
59643,[]
59644,[1]
59645,[]
59646,[]
59647,[]
59648,[1]
59649,[]
59650,[1]
59651,[1]
59652,[]
59653,[1]
59654,[]
59655,[1]
59656,[1]
59657,[]
59658,[1]
59659,[]
59660,[1]
59661,[]
59662,[1]
59663,[]
59664,[1]
59665,[]
59666,[1]
59667,[1]
59668,[1]
59669,[1]
59670,[1]
59671,[]
59672,[]
59673,[]
59674,[]
59675,[1]
59676,[1]
59677,[1]
59678,[]
59679,[]
59680,[1]
59681,[1]
59682,[1]
59683,[1]
59684,[1]
59685,[1]
59686,[]
59687,[1]
59688,[1]
59689,[]
59690,[1]
59691,[]
59692,[]
59693,[]
59694,[]
59695,[1]
59696,[]
59697,[1]
59698,[]
59699,[1]
59700,[1]
59701,[]
59702,[1]
59703,[1]
59704,[]
59705,[1]
59706,[]
59707,[]
59708,[1]
59709,[1]
59710,[1]
59711,[1]
59712,[]
59713,[1]
59714,[1]
59715,[1]
59716,[1]
59717,[]
59718,[1]
59719,[1]
59720,[1]
59721,[1]
59722,[]
59723,[1]
59724,[]
59725,[]
59726,[1]
59727,[]
59728,[]
59729,[1]
59730,[1]
59731,[1]
59732,[1]
59733,[1]
59734,[]
59735,[1]
59736,[]
59737,[1]
59738,[]
59739,[1]
59740,[]
59741,[]
59742,[1]
59743,[1]
59744,[1]
59745,[1]
59746,[1]
59747,[]
59748,[]
59749,[]
59750,[1]
59751,[]
59752,[1]
59753,[1]
59754,[1]
59755,[1]
59756,[]
59757,[1]
59758,[]
59759,[]
59760,[]
59761,[]
59762,[]
59763,[]
59764,[1]
59765,[1]
59766,[1]
59767,[]
59768,[]
59769,[1]
59770,[]
59771,[]
59772,[]
59773,[]
59774,[]
59775,[]
59776,[1]
59777,[1]
59778,[1]
59779,[1]
59780,[]
59781,[1]
59782,[1]
59783,[1]
59784,[1]
59785,[1]
59786,[1]
59787,[1]
59788,[1]
59789,[]
59790,[]
59791,[1]
59792,[1]
59793,[]
59794,[1]
59795,[]
59796,[]
59797,[]
59798,[1]
59799,[]
59800,[1]
59801,[1]
59802,[]
59803,[]
59804,[1]
59805,[1]
59806,[]
59807,[1]
59808,[1]
59809,[1]
59810,[1]
59811,[1]
59812,[1]
59813,[1]
59814,[]
59815,[1]
59816,[1]
59817,[1]
59818,[1]
59819,[]
59820,[]
59821,[]
59822,[]
59823,[1]
59824,[]
59825,[1]
59826,[1]
59827,[]
59828,[1]
59829,[1]
59830,[]
59831,[]
59832,[1]
59833,[1]
59834,[1]
59835,[1]
59836,[]
59837,[]
59838,[1]
59839,[]
59840,[1]
59841,[1]
59842,[1]
59843,[1]
59844,[]
59845,[]
59846,[]
59847,[1]
59848,[1]
59849,[1]
59850,[1]
59851,[1]
59852,[1]
59853,[1]
59854,[1]
59855,[1]
59856,[1]
59857,[1]
59858,[1]
59859,[1]
59860,[1]
59861,[1]
59862,[]
59863,[1]
59864,[1]
59865,[1]
59866,[]
59867,[1]
59868,[1]
59869,[1]
59870,[1]
59871,[]
59872,[1]
59873,[]
59874,[1]
59875,[]
59876,[]
59877,[1]
59878,[1]
59879,[]
59880,[1]
59881,[1]
59882,[]
59883,[]
59884,[1]
59885,[1]
59886,[1]
59887,[]
59888,[1]
59889,[1]
59890,[1]
59891,[1]
59892,[1]
59893,[1]
59894,[1]
59895,[1]
59896,[]
59897,[]
59898,[1]
59899,[1]
59900,[1]
59901,[1]
59902,[1]
59903,[]
59904,[1]
59905,[]
59906,[1]
59907,[]
59908,[1]
59909,[]
59910,[1]
59911,[]
59912,[1]
59913,[1]
59914,[1]
59915,[1]
59916,[1]
59917,[1]
59918,[]
59919,[1]
59920,[1]
59921,[1]
59922,[1]
59923,[1]
59924,[1]
59925,[1]
59926,[1]
59927,[]
59928,[]
59929,[1]
59930,[]
59931,[1]
59932,[1]
59933,[1]
59934,[]
59935,[1]
59936,[]
59937,[1]
59938,[1]
59939,[1]
59940,[]
59941,[]
59942,[1]
59943,[]
59944,[1]
59945,[1]
59946,[1]
59947,[1]
59948,[]
59949,[1]
59950,[1]
59951,[1]
59952,[]
59953,[1]
59954,[]
59955,[]
59956,[]
59957,[1]
59958,[]
59959,[1]
59960,[1]
59961,[1]
59962,[1]
59963,[]
59964,[1]
59965,[1]
59966,[1]
59967,[1]
59968,[1]
59969,[]
59970,[]
59971,[1]
59972,[]
59973,[1]
59974,[]
59975,[1]
59976,[]
59977,[]
59978,[]
59979,[1]
59980,[1]
59981,[]
59982,[1]
59983,[1]
59984,[]
59985,[1]
59986,[1]
59987,[1]
59988,[1]
59989,[1]
59990,[1]
59991,[]
59992,[1]
59993,[]
59994,[1]
59995,[1]
59996,[1]
59997,[1]
59998,[1]
59999,[1]
60000,[]
60001,[]
60002,[]
60003,[1]
60004,[1]
60005,[]
60006,[1]
60007,[1]
60008,[1]
60009,[1]
60010,[]
60011,[]
60012,[]
60013,[1]
60014,[]
60015,[1]
60016,[]
60017,[]
60018,[1]
60019,[1]
60020,[]
60021,[]
60022,[1]
60023,[1]
60024,[]
60025,[1]
60026,[1]
60027,[1]
60028,[1]
60029,[1]
60030,[1]
60031,[1]
60032,[]
60033,[]
60034,[]
60035,[1]
60036,[1]
60037,[]
60038,[]
60039,[1]
60040,[]
60041,[1]
60042,[]
60043,[1]
60044,[]
60045,[1]
60046,[1]
60047,[1]
60048,[]
60049,[]
60050,[1]
60051,[]
60052,[]
60053,[]
60054,[]
60055,[]
60056,[1]
60057,[]
60058,[]
60059,[]
60060,[1]
60061,[1]
60062,[1]
60063,[1]
60064,[]
60065,[1]
60066,[1]
60067,[]
60068,[1]
60069,[1]
60070,[]
60071,[1]
60072,[1]
60073,[1]
60074,[1]
60075,[1]
60076,[1]
60077,[]
60078,[1]
60079,[]
60080,[]
60081,[]
60082,[1]
60083,[1]
60084,[1]
60085,[1]
60086,[1]
60087,[1]
60088,[]
60089,[1]
60090,[]
60091,[]
60092,[1]
60093,[1]
60094,[]
60095,[1]
60096,[]
60097,[1]
60098,[1]
60099,[1]
60100,[1]
60101,[]
60102,[1]
60103,[1]
60104,[]
60105,[1]
60106,[1]
60107,[1]
60108,[]
60109,[1]
60110,[1]
60111,[]
60112,[1]
60113,[1]
60114,[1]
60115,[]
60116,[]
60117,[1]
60118,[1]
60119,[]
60120,[1]
60121,[]
60122,[1]
60123,[1]
60124,[1]
60125,[1]
60126,[]
60127,[]
60128,[1]
60129,[]
60130,[]
60131,[]
60132,[]
60133,[1]
60134,[1]
60135,[1]
60136,[1]
60137,[]
60138,[]
60139,[1]
60140,[1]
60141,[1]
60142,[1]
60143,[1]
60144,[]
60145,[1]
60146,[1]
60147,[1]
60148,[]
60149,[]
60150,[1]
60151,[]
60152,[]
60153,[]
60154,[1]
60155,[1]
60156,[]
60157,[]
60158,[1]
60159,[1]
60160,[]
60161,[1]
60162,[1]
60163,[1]
60164,[]
60165,[]
60166,[1]
60167,[]
60168,[1]
60169,[1]
60170,[]
60171,[1]
60172,[]
60173,[1]
60174,[]
60175,[]
60176,[1]
60177,[]
60178,[1]
60179,[1]
60180,[1]
60181,[1]
60182,[1]
60183,[1]
60184,[1]
60185,[1]
60186,[]
60187,[1]
60188,[1]
60189,[]
60190,[1]
60191,[]
60192,[]
60193,[1]
60194,[1]
60195,[]
60196,[1]
60197,[]
60198,[]
60199,[]
60200,[1]
60201,[1]
60202,[1]
60203,[]
60204,[1]
60205,[]
60206,[]
60207,[]
60208,[1]
60209,[1]
60210,[1]
60211,[1]
60212,[1]
60213,[1]
60214,[]
60215,[1]
60216,[1]
60217,[]
60218,[]
60219,[1]
60220,[]
60221,[]
60222,[]
60223,[1]
60224,[1]
60225,[]
60226,[1]
60227,[]
60228,[]
60229,[1]
60230,[]
60231,[1]
60232,[]
60233,[1]
60234,[]
60235,[1]
60236,[1]
60237,[]
60238,[1]
60239,[1]
60240,[]
60241,[1]
60242,[]
60243,[1]
60244,[1]
60245,[1]
60246,[1]
60247,[1]
60248,[1]
60249,[1]
60250,[]
60251,[1]
60252,[1]
60253,[]
60254,[]
60255,[]
60256,[1]
60257,[]
60258,[1]
60259,[]
60260,[1]
60261,[1]
60262,[]
60263,[1]
60264,[]
60265,[1]
60266,[1]
60267,[1]
60268,[1]
60269,[1]
60270,[1]
60271,[1]
60272,[]
60273,[]
60274,[1]
60275,[1]
60276,[1]
60277,[1]
60278,[]
60279,[]
60280,[1]
60281,[1]
60282,[1]
60283,[1]
60284,[]
60285,[]
60286,[]
60287,[]
60288,[1]
60289,[1]
60290,[]
60291,[]
60292,[1]
60293,[1]
60294,[]
60295,[1]
60296,[1]
60297,[1]
60298,[1]
60299,[1]
60300,[]
60301,[1]
60302,[]
60303,[]
60304,[]
60305,[]
60306,[1]
60307,[1]
60308,[]
60309,[]
60310,[]
60311,[1]
60312,[1]
60313,[1]
60314,[1]
60315,[]
60316,[1]
60317,[1]
60318,[]
60319,[1]
60320,[1]
60321,[1]
60322,[]
60323,[1]
60324,[1]
60325,[]
60326,[1]
60327,[]
60328,[1]
60329,[]
60330,[]
60331,[]
60332,[1]
60333,[1]
60334,[1]
60335,[]
60336,[1]
60337,[1]
60338,[]
60339,[1]
60340,[]
60341,[1]
60342,[]
60343,[]
60344,[]
60345,[1]
60346,[]
60347,[1]
60348,[]
60349,[1]
60350,[]
60351,[1]
60352,[1]
60353,[1]
60354,[1]
60355,[1]
60356,[]
60357,[1]
60358,[1]
60359,[]
60360,[1]
60361,[1]
60362,[1]
60363,[1]
60364,[1]
60365,[1]
60366,[]
60367,[]
60368,[]
60369,[1]
60370,[]
60371,[]
60372,[]
60373,[]
60374,[1]
60375,[]
60376,[]
60377,[1]
60378,[1]
60379,[1]
60380,[]
60381,[1]
60382,[1]
60383,[1]
60384,[]
60385,[1]
60386,[]
60387,[]
60388,[1]
60389,[1]
60390,[]
60391,[1]
60392,[1]
60393,[]
60394,[1]
60395,[]
60396,[1]
60397,[1]
60398,[]
60399,[1]
60400,[1]
60401,[1]
60402,[1]
60403,[1]
60404,[]
60405,[]
60406,[1]
60407,[]
60408,[1]
60409,[1]
60410,[]
60411,[1]
60412,[1]
60413,[1]
60414,[1]
60415,[]
60416,[1]
60417,[]
60418,[]
60419,[1]
60420,[]
60421,[1]
60422,[1]
60423,[1]
60424,[1]
60425,[1]
60426,[1]
60427,[1]
60428,[1]
60429,[1]
60430,[]
60431,[]
60432,[1]
60433,[1]
60434,[]
60435,[1]
60436,[]
60437,[]
60438,[1]
60439,[1]
60440,[1]
60441,[]
60442,[1]
60443,[1]
60444,[]
60445,[]
60446,[1]
60447,[]
60448,[]
60449,[1]
60450,[1]
60451,[]
60452,[]
60453,[]
60454,[1]
60455,[1]
60456,[]
60457,[]
60458,[1]
60459,[1]
60460,[1]
60461,[1]
60462,[]
60463,[1]
60464,[1]
60465,[]
60466,[]
60467,[1]
60468,[1]
60469,[]
60470,[1]
60471,[1]
60472,[]
60473,[]
60474,[1]
60475,[]
60476,[1]
60477,[]
60478,[1]
60479,[1]
60480,[1]
60481,[1]
60482,[]
60483,[1]
60484,[1]
60485,[1]
60486,[]
60487,[]
60488,[]
60489,[]
60490,[]
60491,[1]
60492,[]
60493,[1]
60494,[]
60495,[1]
60496,[]
60497,[1]
60498,[]
60499,[1]
60500,[]
60501,[]
60502,[1]
60503,[1]
60504,[1]
60505,[1]
60506,[1]
60507,[1]
60508,[1]
60509,[1]
60510,[1]
60511,[1]
60512,[1]
60513,[1]
60514,[]
60515,[1]
60516,[1]
60517,[1]
60518,[]
60519,[1]
60520,[]
60521,[]
60522,[1]
60523,[1]
60524,[1]
60525,[1]
60526,[1]
60527,[1]
60528,[]
60529,[1]
60530,[]
60531,[1]
60532,[1]
60533,[1]
60534,[]
60535,[1]
60536,[1]
60537,[1]
60538,[1]
60539,[]
60540,[]
60541,[1]
60542,[1]
60543,[1]
60544,[]
60545,[1]
60546,[1]
60547,[]
60548,[]
60549,[]
60550,[]
60551,[1]
60552,[]
60553,[]
60554,[1]
60555,[1]
60556,[1]
60557,[1]
60558,[1]
60559,[1]
60560,[]
60561,[1]
60562,[1]
60563,[]
60564,[1]
60565,[1]
60566,[1]
60567,[1]
60568,[]
60569,[1]
60570,[]
60571,[]
60572,[1]
60573,[1]
60574,[1]
60575,[1]
60576,[]
60577,[]
60578,[1]
60579,[1]
60580,[1]
60581,[]
60582,[]
60583,[1]
60584,[]
60585,[1]
60586,[1]
60587,[1]
60588,[1]
60589,[1]
60590,[1]
60591,[1]
60592,[1]
60593,[1]
60594,[]
60595,[]
60596,[1]
60597,[]
60598,[1]
60599,[]
60600,[1]
60601,[]
60602,[1]
60603,[1]
60604,[1]
60605,[]
60606,[1]
60607,[1]
60608,[1]
60609,[]
60610,[1]
60611,[1]
60612,[]
60613,[1]
60614,[]
60615,[1]
60616,[1]
60617,[1]
60618,[1]
60619,[1]
60620,[]
60621,[1]
60622,[]
60623,[1]
60624,[]
60625,[1]
60626,[1]
60627,[1]
60628,[]
60629,[]
60630,[]
60631,[]
60632,[]
60633,[]
60634,[]
60635,[1]
60636,[1]
60637,[1]
60638,[1]
60639,[]
60640,[1]
60641,[]
60642,[1]
60643,[1]
60644,[]
60645,[1]
60646,[1]
60647,[]
60648,[]
60649,[1]
60650,[]
60651,[1]
60652,[]
60653,[1]
60654,[1]
60655,[1]
60656,[]
60657,[1]
60658,[1]
60659,[1]
60660,[1]
60661,[1]
60662,[1]
60663,[]
60664,[1]
60665,[1]
60666,[1]
60667,[1]
60668,[1]
60669,[1]
60670,[1]
60671,[]
60672,[]
60673,[]
60674,[]
60675,[1]
60676,[]
60677,[1]
60678,[1]
60679,[1]
60680,[]
60681,[]
60682,[]
60683,[1]
60684,[1]
60685,[1]
60686,[]
60687,[]
60688,[1]
60689,[1]
60690,[1]
60691,[1]
60692,[1]
60693,[]
60694,[1]
60695,[]
60696,[1]
60697,[]
60698,[1]
60699,[1]
60700,[]
60701,[1]
60702,[1]
60703,[]
60704,[1]
60705,[]
60706,[]
60707,[1]
60708,[]
60709,[1]
60710,[1]
60711,[1]
60712,[]
60713,[1]
60714,[1]
60715,[]
60716,[1]
60717,[]
60718,[1]
60719,[]
60720,[]
60721,[1]
60722,[1]
60723,[1]
60724,[]
60725,[]
60726,[1]
60727,[1]
60728,[]
60729,[]
60730,[1]
60731,[]
60732,[]
60733,[]
60734,[]
60735,[1]
60736,[]
60737,[1]
60738,[]
60739,[1]
60740,[]
60741,[1]
60742,[]
60743,[1]
60744,[1]
60745,[1]
60746,[1]
60747,[]
60748,[]
60749,[1]
60750,[1]
60751,[1]
60752,[1]
60753,[]
60754,[]
60755,[]
60756,[]
60757,[1]
60758,[1]
60759,[1]
60760,[1]
60761,[]
60762,[1]
60763,[]
60764,[]
60765,[1]
60766,[1]
60767,[1]
60768,[]
60769,[]
60770,[]
60771,[1]
60772,[1]
60773,[1]
60774,[]
60775,[1]
60776,[]
60777,[1]
60778,[1]
60779,[]
60780,[1]
60781,[1]
60782,[1]
60783,[1]
60784,[1]
60785,[1]
60786,[]
60787,[]
60788,[]
60789,[1]
60790,[]
60791,[]
60792,[]
60793,[1]
60794,[1]
60795,[1]
60796,[1]
60797,[1]
60798,[]
60799,[1]
60800,[1]
60801,[1]
60802,[1]
60803,[]
60804,[1]
60805,[]
60806,[1]
60807,[1]
60808,[]
60809,[1]
60810,[]
60811,[1]
60812,[]
60813,[]
60814,[1]
60815,[]
60816,[1]
60817,[1]
60818,[1]
60819,[1]
60820,[]
60821,[]
60822,[]
60823,[]
60824,[1]
60825,[1]
60826,[1]
60827,[]
60828,[1]
60829,[1]
60830,[]
60831,[]
60832,[1]
60833,[]
60834,[]
60835,[1]
60836,[]
60837,[1]
60838,[1]
60839,[1]
60840,[1]
60841,[1]
60842,[1]
60843,[1]
60844,[1]
60845,[]
60846,[]
60847,[1]
60848,[1]
60849,[]
60850,[]
60851,[]
60852,[1]
60853,[1]
60854,[1]
60855,[1]
60856,[1]
60857,[]
60858,[1]
60859,[1]
60860,[]
60861,[1]
60862,[1]
60863,[1]
60864,[1]
60865,[1]
60866,[]
60867,[1]
60868,[1]
60869,[1]
60870,[1]
60871,[1]
60872,[]
60873,[]
60874,[1]
60875,[1]
60876,[1]
60877,[1]
60878,[]
60879,[1]
60880,[1]
60881,[1]
60882,[1]
60883,[1]
60884,[1]
60885,[]
60886,[1]
60887,[1]
60888,[1]
60889,[]
60890,[]
60891,[1]
60892,[1]
60893,[1]
60894,[1]
60895,[1]
60896,[1]
60897,[1]
60898,[1]
60899,[]
60900,[1]
60901,[1]
60902,[1]
60903,[1]
60904,[1]
60905,[1]
60906,[1]
60907,[]
60908,[1]
60909,[1]
60910,[]
60911,[]
60912,[]
60913,[1]
60914,[1]
60915,[1]
60916,[1]
60917,[1]
60918,[]
60919,[1]
60920,[]
60921,[]
60922,[]
60923,[]
60924,[1]
60925,[1]
60926,[]
60927,[1]
60928,[]
60929,[]
60930,[1]
60931,[1]
60932,[1]
60933,[]
60934,[1]
60935,[1]
60936,[1]
60937,[1]
60938,[1]
60939,[1]
60940,[]
60941,[1]
60942,[1]
60943,[1]
60944,[1]
60945,[]
60946,[1]
60947,[1]
60948,[1]
60949,[]
60950,[1]
60951,[]
60952,[]
60953,[]
60954,[1]
60955,[1]
60956,[1]
60957,[1]
60958,[]
60959,[1]
60960,[1]
60961,[1]
60962,[1]
60963,[]
60964,[]
60965,[1]
60966,[]
60967,[1]
60968,[1]
60969,[1]
60970,[1]
60971,[1]
60972,[1]
60973,[1]
60974,[]
60975,[]
60976,[1]
60977,[]
60978,[]
60979,[]
60980,[]
60981,[1]
60982,[]
60983,[1]
60984,[1]
60985,[]
60986,[1]
60987,[1]
60988,[]
60989,[1]
60990,[]
60991,[]
60992,[1]
60993,[]
60994,[]
60995,[1]
60996,[]
60997,[1]
60998,[1]
60999,[1]
61000,[1]
61001,[1]
61002,[]
61003,[]
61004,[1]
61005,[]
61006,[]
61007,[]
61008,[1]
61009,[1]
61010,[1]
61011,[1]
61012,[1]
61013,[1]
61014,[]
61015,[1]
61016,[1]
61017,[]
61018,[1]
61019,[1]
61020,[]
61021,[1]
61022,[1]
61023,[]
61024,[1]
61025,[]
61026,[]
61027,[]
61028,[1]
61029,[1]
61030,[]
61031,[]
61032,[1]
61033,[1]
61034,[1]
61035,[1]
61036,[]
61037,[1]
61038,[1]
61039,[1]
61040,[]
61041,[1]
61042,[]
61043,[1]
61044,[]
61045,[]
61046,[1]
61047,[]
61048,[]
61049,[1]
61050,[1]
61051,[1]
61052,[]
61053,[1]
61054,[1]
61055,[1]
61056,[1]
61057,[1]
61058,[1]
61059,[1]
61060,[1]
61061,[1]
61062,[]
61063,[]
61064,[]
61065,[1]
61066,[1]
61067,[1]
61068,[]
61069,[]
61070,[]
61071,[1]
61072,[]
61073,[]
61074,[]
61075,[]
61076,[1]
61077,[1]
61078,[1]
61079,[1]
61080,[]
61081,[1]
61082,[1]
61083,[]
61084,[1]
61085,[]
61086,[]
61087,[]
61088,[1]
61089,[1]
61090,[]
61091,[1]
61092,[]
61093,[1]
61094,[]
61095,[1]
61096,[1]
61097,[1]
61098,[1]
61099,[]
61100,[1]
61101,[1]
61102,[1]
61103,[]
61104,[]
61105,[]
61106,[1]
61107,[]
61108,[1]
61109,[]
61110,[]
61111,[1]
61112,[]
61113,[]
61114,[1]
61115,[1]
